#id source=all_source.txt	reference=all_reference.txt	test1=MOSES	test2=TECTOMT
no_id	Prague Stock Market falls to minus by the end of the trading day	Pražská burza se ke konci obchodování propadla do minusu	Prague Stock market klesá až na minus na konci obchodního dne	Praha akciový trh klesá na minus konec obchodního dne.
no_id	On the other stands the question in how far the institutions' different business models are compatible with another.	Na druhé straně jde o otázku, jak moc spolu ladí obchodní modely jednotlivých institucí.	Na druhé straně stojí otázka, jak daleko orgánů různé obchodní modely jsou slučitelné s jinou.	Druhá stojí otázka jak daleko, různé obchodní modely institucí jsou, kompatibilní s dalším.
no_id	In June, Merl said that the key issue of finding an appropriate business model to ensure the sustainability of the Landesbanken had not yet been resolved by the German Savings Bank Association.	V červnu Merl prohlásil, že rozhodující otázku, jakým obchodním modelem by měla být zajištěna budoucí konkurenceschopnost zemských bank, Německý svaz spořitelen a žirových bank doposud nezodpověděl.	V červnu Merl řekl, že klíčovým problémem najít vhodný obchodní model pro zajištění udržitelnosti zemské banky dosud nebyly vyřešeny německé spořitelny Association.	V červnu Merl řekla, že klíčová otázka najít vhodný obchodní model zajistit udržitelnost Landesbanken ještě nebyla vyřešena Savings sdružením banky Němce.
no_id	Ultimately, WestLB might also be split up, although, of course, that's not a solution favored at WestLB.	Vše by též mohlo skončit rozložením WestLB, které si v této instituci samozřejmě nikdo nepřeje.	V konečném důsledku WestLB může být rozdělena, i když, samozřejmě, to není řešení, oblíbené u společnosti WestLB.	Nakonec by WestLB také mohl být rozejít, když to samozřejmě není řešení, je upřednostňováno na WestLB.
no_id	The letter from its board of directors, accordingly, voices the manifest desire for a `comprehensive solution.'	Proto se také v dopise tamního představenstva mluví o tom, že se snaží o "komplexní řešení" pro celý bankovní dům.	Dopis od jejího představenstva, proto hlasy manifestu touha po "komplexní řešení."	Dopis z jeho rady ředitelů tedy vyjádří zjevnou touhu po `comprehensive řešení. '.
no_id	Quite how this is reconcilable with a jointer between individual units of WestLB and Deka Bank remains to be seen.	Zda a jak to bude možné spojit s propojením jednotlivých složek s Deka-Bank, ukáže čas.	Tak jak to je uvést v soulad s jointer mezi jednotlivými jednotkami WestLB a deka bank, se teprve uvidí.	Docela to jak je slučitelné s loupáčkem mezi jednotlivými jednotkami WestLB a Deka banka zůstává, je viděna.
no_id	Second Weekend at the `Wiesn' Is Known as `Italian Weekend'	Druhý víkend Oktoberfestu je znám jako "víkend s Italy"	Druhý víkend v Wiesn“ je zapsané jako "italský Weekend".	Druhý víkend na `Wiesn je známý `Italian víkend.
no_id	For Elena it's the first time, for Luca it's the third or fourth already.	Pro Elenu je to poprvé, pro Lucu potřetí nebo počtvrté.	Pro děti je to poprvé, neboť Luca je třetí nebo čtvrtý.	Pro Elena to je první čas, pro Lukáše to je třetí nebo čtvrté už.
no_id	But this time, he brought along his girlfriend Elena, and that changes everything, he says.	Ale tentokrát u toho bude Elena jako jeho přítelkyně, a tak prý bude všechno jinak, říká.	Tentokrát však, že si přivedl svou přítelkyni Elen, a tím se všechno mění, říká.	Ale tato doba přinesla jeho přítelkyně Elena a všechno v změnách říkají.
no_id	Behind them, next to a five-litre keg of Kaiser beer, stands a massively built bearded man who is proving to the approximately 200 Oktoberfest tourists just how deep the sounds are that his throat his capable of producing.	Za nimi, u pětilitrového sudu značky Kaiser, stojí silnější vousáč a dvěma stům turistů na Oktoberfestu dokazuje, jak hluboké tóny dokáže vydat jeho hrdlo.	Za nimi, vedle odměrné soudek piva stojí Kaiser, ramenatý muž s plnovousem, který se ukázal na přibližně 200 Oktoberfest turistů, jak hluboké zvuky, které jsou schopné vyrobit jeho hrdlo.	Za nimi vedle pětilitrového sudu císaře piva stojí masivně postaveného vousatého muže, který dokazuje přibližně 200 Oktoberfest turistům, před jak hluboké zvuky jsou that schopen jeho hrdla jej produkovat.
no_id	Elena first slaps Luca, then kisses him.	Elena Lucu nejdřív pleskne a pak ho políbí.	Elena první facky Luca, pak ho polibky.	Elena první fackovat Lukáše, pak ho líbá.
no_id	They came to Verona from Bologna.	Do Verony přijeli z Boloně.	Přišli do Verony z Bologni.	Přišli do Verony z Bologni.
no_id	From here, a parking lot for buses next to the railroad station Puorta Nuova, four buses will depart at 11:45 tonight, `destinazione Monaco, festa della birra.` Estimated time of arrival: 6:30 AM.	Odsud, z autobusového parkoviště vedle nádraží Puorta Nuova, vyjedou tento večer ve 23.45 čtyři autobusy s označením "destinazione Monaco, festa della birra", předpokládaný příjezd 6.30.	Odtud, parkoviště pro autobusy na nádraží Puorta Nuova, čtyři autobusy odjede v 11: 45 až večer, "destinazione Monako, festa della birra." předpokládaný čas příjezdu: 6: 30.	Tady spousta parkoviště autobusů vedle železniční Puorta Nuova stanice čtyři autobusy bude odjíždět 11:45 večer `destinazione Monako festa birra Delly. ` předpokládaný čas příjezdu: 6:30 AM.
no_id	Three buses are reserved for Italians mainly, one is exclusively for Brazilians.	Tři autobusy obsazují především Italové, v jednom autobuse jedou výlučně Brazilci.	Tři autobusy jsou vyhrazeny pro Italy hlavně, jeden je určen výhradně pro Brazilce.	Tři autobusy jsou vyhrazeny pro italštiny zejména, je to výhradně pro Brazilce.
no_id	In one corner of the parking lot, the South Americans are already singing next to their flag. They were celebrating last night already.	V jednom rohu parkoviště si už tito Jihoameričané zpívají se svou vlajkou, v noci už slavili.	V jednom rohu parkoviště, Jihoameričani jsou již zpíval vedle jejich vlajku. byli slavili už včera večer.	V jednom rohu šarže parkoviště jižní Američané už zpívají vedle své vlajky. Oslavovali poslední noc už.
no_id	And very loudly, too, says Marco Guarda - too loudly for Italians.	A takhle nahlas, říká Marco Guarda, to není nic pro Italy.	A velmi hlasitě, říká Marco Guarda - příliš hlasitě, u Italů.	A velmi hlasitě také říká Marca Guardo - příliš hlasitě pro italos.
no_id	Marco, who wears a long coat with fake fur lining and glasses with broad silver earpieces, owns the buses.	Marcovi, který má na sobě dlouhý kabát s podšívkou z napodobeniny kožešiny a brýle se širokými stříbrnými obroučkami, ty tři autobusy patří.	Marco, který nosí dlouhý kabát s falešnými kožešinové podšívky a brýle s velkými stříbrnými sluchátka, vlastní autobusy.	Marco, který nosí dlouhý plášť falešný, s kožešinou, podšívkou a sklenicemi s širokými stříbrnými sluchátky, vlastnit autobusy.
no_id	They have been making trips to the Oktoberfest for five years now, three of them this year alone.	Už pět let s nimi jezdí na Oktoberfest, jen v letošním roce pořádá tři výpravy.	Tak třeba výlety na Oktoberfest již pět let, tři z nich letos.	Byli výlety v Oktoberfestu pro pět roků už tři z nich těchto rok sami.
no_id	They travel at night, spend the day at the `Wiesn' and head back home again at 10:30 PM.	V noci tam, přes den mezi stánky s pivem, ve 22.30 odjezd zpět.	Cestují v noci, přes den "Wiesn" a vrátit se domů v 10: 30.	Cestují na noc, tráví den v `Wiesn a míří zpátky domů zase na 10:30 PM.
no_id	Staying over night would only generate unnecessary costs, Marco says.	Přenocování by znamenalo jen zbytečné náklady, říká Marco.	Zůstanu přes noc by pouze vytvářet zbytečné náklady, Marco říká.	Zůstane přes noc, pouze by generovala nezbytečné náklady, říká Marco.
no_id	The trip is 75 Euros, including a welcoming round of Kaiser beer, brewed according to the Bavarian Purity Law, health insurance, as well as a German-language guide - Marco enrolled in a language course in Frankfurt.	Cesta stojí 75 euro včetně uvítacího přípitku pivem Kaiser, uvařeným přesně podle bavorského zákona o čistotě piva, zdravotního pojištění a německy mluvícího průvodce - Marco chodil ve Frankfurtu na jazykový kurz.	Cesta je 75 eur, včetně uvítací kolo Kaiser pivo, vařené podle bavorského čistota zákona o zdravotním pojištění, jakož i jazykové průvodce - Marco zapsat do jazykových kurzů ve Frankfurtu.	Cesta je, 75 eur, která zahrnují uvítací kolo císaře piva, vařilo podle bavorského čistoty zákona zdravotního pojištění, tak German-language průvodce - Marco zapsal v jazykovém kursu ve Frankfurtu.
no_id	And with no further ado, the buses head out into the night, on the autostrada leading to `Brennero.'	Autobusy vyjíždějí do noci, po autostrádě směrem na "Brennero".	A bez dalších okolků, autobusy hlavu ven do noci, na autostrada vedoucí k „Brennero."	A s žádnou další Adou autobusy nevyráží do noci na dálnici, která vede k `Brennero. '.
no_id	There is no beer to be had yet.	Pivo se nepodává, zatím ne.	Neexistuje žádné pivo se dosud.	Není žádné pivo, bylo mít ještě.
no_id	Soon all is quiet in the bus, the travelers are asleep.	Autobus rychle umlká, cestující spí.	Brzy je všude klid, v autobuse, spí.	Brzy všechno je tichá v autobuse, cestující jsou spící.
no_id	As they should be - they are going to need their strength.	Dobře dělají, své síly ještě budou potřebovat.	Jak by měly být - budou potřebovat jejich sílu.	Jak by měli být - jdou potřebovat svou sílu.
no_id	They stop in Brixen and in Holzkirchen, where droves of other buses with Italian plates are making a final stop on the Autobahn 8, right before Munich.	Staví se v Brixenu a v Holzkirchenu, kde si na dálnici číslo 8 kousek před Mnichovem dělá ještě jednu přestávku i spousta dalších autobusů s italskou poznávací značkou.	Zastaví se v Brixen a v Holzkirchen, kde stáda další autobusy s italskými desky jsou poslední zastávka na dálnic 8, těsně před Mnichovem.	Zastavují v Brixenu a Holzkirchen kde, davy jiných autobusů s italskými značkami dělají poslední zastávku dálničním 8 před tak Munich.
no_id	When Marco's group finally arrives, as planned, at half past six in the morning at a parking lot near Theresienwiese, about 50 other buses from all over Europe are already there.	Když Marcova skupina konečně podle plánu v půl sedmé ráno přijíždí na parkoviště nedaleko Theresienwiese, stojí tam už asi 50 dalších autobusů z celé Evropy.	Když Marcova skupina konečně dorazil podle plánu v půl šesté ráno na parkovišti u Theresienwiese, asi 50 dalších autobusů z celé Evropy, už tam jsou.	Kdy skupina Marca konečně přichází, je plánována, půl poslední šest v ráno na dávku parkoviště u Theresienwiese, přibližně 50 jiných autobusů ze všeho Evropa je už tam.
no_id	Elena, Luca and the others gather. Marco addresses them one last time to give them their marching orders.	Elena, Luca a ostatní se sbírají, Marco má poslední projev, vysvětluje plán útoku.	Elena, Luca a ostatní shromažďovat. Marco adresy je naposledy s jejich rozkazy.	Elena, Luca a ostatní shromažďují. Marco se jim je zabývá jednu poslední dobu dát jejich rozkazy, které pochodují.
no_id	First up: Put on the yellow caps.	Zaprvé: Nasadit si žlutou čepičku.	První: na žlutých čepic.	Nejprve vzhůru: nasadí žluté čepice.
